Incident_ID,Date,Location,Department,Object_Type,Severity,Incident_Count,Shift,Inspection_Type,Weather_Condition
12254,2024-05-25 13:00:00,Runway,Production,Metal Scrap,Low,2,Evening,Random,Clear
12255,2024-05-25 14:00:00,Warehouse,Maintenance,Rubber,High,3,Evening,Routine,Humid
12256,2024-05-25 15:00:00,Runway,Maintenance,Rubber,Medium,1,Morning,Audit,Clear
12257,2024-05-25 16:00:00,Hangar,Production,Metal Scrap,Low,5,Night,Audit,Rainy
12258,2024-05-25 17:00:00,Runway,Maintenance,Rubber,High,1,Evening,Routine,Humid
12259,2024-05-25 18:00:00,Assembly Line,Production,Rubber,High,2,Evening,Routine,Clear
12260,2024-05-25 19:00:00,Runway,Quality,Rubber,Low,6,Evening,Random,Clear
12261,2024-05-25 20:00:00,Taxiway,Quality,Metal Scrap,Low,1,Night,Audit,Clear
12262,2024-05-25 21:00:00,Hangar,Quality,Plastic,Low,7,Night,Audit,Humid
12263,2024-05-25 22:00:00,Hangar,Logistics,Tools,Low,2,Morning,Routine,Clear
12264,2024-05-25 23:00:00,Warehouse,Maintenance,Metal Scrap,Low,3,Night,Random,Rainy
12265,2024-05-26 00:00:00,Assembly Line,Production,Plastic,Medium,6,Night,Random,Clear
12266,2024-05-26 01:00:00,Hangar,Maintenance,Tools,Low,1,Night,Random,Dusty
12267,2024-05-26 02:00:00,Taxiway,Logistics,Rubber,Low,3,Evening,Audit,Clear
12268,2024-05-26 03:00:00,Runway,Maintenance,Plastic,Low,2,Morning,Audit,Clear
12269,2024-05-26 04:00:00,Hangar,Logistics,Metal Scrap,Medium,1,Morning,Random,Clear
12270,2024-05-26 05:00:00,Taxiway,Maintenance,Metal Scrap,Medium,2,Morning,Audit,Clear
12271,2024-05-26 06:00:00,Runway,Logistics,Metal Scrap,High,1,Evening,Audit,Clear
12272,2024-05-26 07:00:00,Warehouse,Production,Metal Scrap,Low,2,Evening,Routine,Humid
12273,2024-05-26 08:00:00,Hangar,Maintenance,Plastic,Medium,1,Evening,Routine,Clear
12274,2024-05-26 09:00:00,Hangar,Maintenance,Rubber,Low,5,Morning,Routine,Clear
12275,2024-05-26 10:00:00,Taxiway,Production,Tools,High,2,Evening,Routine,Clear
12276,2024-05-26 11:00:00,Assembly Line,Production,Plastic,Medium,7,Evening,Routine,Dusty
12277,2024-05-26 12:00:00,Warehouse,Quality,Metal Scrap,Medium,2,Morning,Routine,Humid
12278,2024-05-26 13:00:00,Assembly Line,Logistics,Tools,Low,6,Evening,Random,Clear
12279,2024-05-26 14:00:00,Hangar,Production,Tools,Low,2,Evening,Random,Clear
12280,2024-05-26 15:00:00,Assembly Line,Quality,Plastic,Medium,1,Morning,Routine,Dusty
12281,2024-05-26 16:00:00,Runway,Logistics,Tools,Low,3,Night,Routine,Dusty
12282,2024-05-26 17:00:00,Warehouse,Quality,Metal Scrap,Low,2,Evening,Audit,Clear
12283,2024-05-26 18:00:00,Assembly Line,Maintenance,Metal Scrap,Low,6,Night,Audit,Clear
12284,2024-05-26 19:00:00,Runway,Logistics,Metal Scrap,Low,6,Morning,Routine,Rainy
12285,2024-05-26 20:00:00,Taxiway,Maintenance,Glass,Low,3,Morning,Routine,Clear
12286,2024-05-26 21:00:00,Assembly Line,Maintenance,Tools,High,2,Evening,Routine,Humid
12287,2024-05-26 22:00:00,Warehouse,Maintenance,Rubber,Low,6,Morning,Random,Dusty
12288,2024-05-26 23:00:00,Runway,Maintenance,Metal Scrap,Medium,1,Morning,Routine,Clear
12289,2024-05-27 00:00:00,Assembly Line,Maintenance,Metal Scrap,Low,1,Morning,Audit,Clear
12290,2024-05-27 01:00:00,Taxiway,Maintenance,Plastic,Medium,3,Morning,Routine,Clear
12291,2024-05-27 02:00:00,Assembly Line,Quality,Tools,High,2,Evening,Routine,Clear
12292,2024-05-27 03:00:00,Runway,Quality,Rubber,Medium,6,Evening,Routine,Humid
12293,2024-05-27 04:00:00,Assembly Line,Logistics,Rubber,Low,1,Morning,Audit,Clear
12294,2024-05-27 05:00:00,Warehouse,Logistics,Plastic,Medium,1,Morning,Routine,Rainy
12295,2024-05-27 06:00:00,Hangar,Logistics,Rubber,High,3,Evening,Random,Dusty
12296,2024-05-27 07:00:00,Runway,Maintenance,Rubber,Low,1,Night,Audit,Clear
12297,2024-05-27 08:00:00,Runway,Maintenance,Plastic,Low,2,Morning,Routine,Humid
12298,2024-05-27 09:00:00,Runway,Quality,Tools,Low,4,Morning,Routine,Clear
12299,2024-05-27 10:00:00,Runway,Quality,Metal Scrap,Low,6,Evening,Routine,Humid
12300,2024-05-27 11:00:00,Assembly Line,Logistics,Plastic,Low,3,Evening,Audit,Dusty
12301,2024-05-27 12:00:00,Warehouse,Production,Metal Scrap,Medium,1,Evening,Audit,Clear
12302,2024-05-27 13:00:00,Taxiway,Production,Metal Scrap,Low,2,Morning,Routine,Clear
12303,2024-05-27 14:00:00,Warehouse,Maintenance,Metal Scrap,Medium,1,Morning,Routine,Humid
12304,2024-05-27 15:00:00,Runway,Maintenance,Plastic,Low,1,Evening,Routine,Humid
12305,2024-05-27 16:00:00,Assembly Line,Maintenance,Metal Scrap,High,8,Morning,Routine,Dusty
12306,2024-05-27 17:00:00,Assembly Line,Quality,Tools,Low,1,Morning,Routine,Dusty
12307,2024-05-27 18:00:00,Runway,Maintenance,Plastic,Low,3,Night,Routine,Clear
12308,2024-05-27 19:00:00,Assembly Line,Maintenance,Plastic,Medium,1,Morning,Random,Dusty
12309,2024-05-27 20:00:00,Runway,Maintenance,Metal Scrap,Medium,4,Morning,Audit,Clear
12310,2024-05-27 21:00:00,Warehouse,Production,Rubber,Medium,1,Night,Random,Clear
12311,2024-05-27 22:00:00,Hangar,Production,Metal Scrap,Low,1,Evening,Random,Humid
12312,2024-05-27 23:00:00,Assembly Line,Logistics,Glass,Low,6,Evening,Audit,Rainy
12313,2024-05-28 00:00:00,Runway,Maintenance,Tools,Low,5,Evening,Audit,Clear
12314,2024-05-28 01:00:00,Runway,Quality,Metal Scrap,Medium,3,Evening,Random,Clear
12315,2024-05-28 02:00:00,Assembly Line,Production,Rubber,High,2,Evening,Random,Rainy
12316,2024-05-28 03:00:00,Taxiway,Logistics,Metal Scrap,High,3,Evening,Routine,Rainy
12317,2024-05-28 04:00:00,Runway,Maintenance,Tools,Low,3,Morning,Audit,Clear
12318,2024-05-28 05:00:00,Assembly Line,Production,Tools,Medium,1,Morning,Routine,Humid
12319,2024-05-28 06:00:00,Runway,Quality,Tools,Low,7,Night,Random,Clear
12320,2024-05-28 07:00:00,Taxiway,Quality,Rubber,Medium,1,Evening,Routine,Dusty
12321,2024-05-28 08:00:00,Hangar,Quality,Rubber,Low,1,Night,Random,Dusty
12322,2024-05-28 09:00:00,Taxiway,Quality,Tools,Medium,2,Morning,Audit,Dusty
12323,2024-05-28 10:00:00,Warehouse,Maintenance,Glass,Medium,2,Evening,Random,Clear
12324,2024-05-28 11:00:00,Assembly Line,Logistics,Rubber,Low,1,Night,Routine,Clear
12325,2024-05-28 12:00:00,Taxiway,Logistics,Plastic,Low,3,Evening,Random,Humid
12326,2024-05-28 13:00:00,Hangar,Quality,Metal Scrap,High,1,Evening,Random,Dusty
12327,2024-05-28 14:00:00,Runway,Maintenance,Tools,Low,1,Morning,Routine,Clear
12328,2024-05-28 15:00:00,Assembly Line,Logistics,Metal Scrap,Low,2,Evening,Routine,Humid
12329,2024-05-28 16:00:00,Taxiway,Logistics,Metal Scrap,Medium,3,Morning,Random,Clear
12330,2024-05-28 17:00:00,Hangar,Logistics,Plastic,Low,3,Evening,Routine,Clear
12331,2024-05-28 18:00:00,Taxiway,Quality,Metal Scrap,Low,1,Morning,Random,Clear
12332,2024-05-28 19:00:00,Warehouse,Maintenance,Metal Scrap,Low,2,Morning,Audit,Clear
12333,2024-05-28 20:00:00,Assembly Line,Quality,Tools,Low,5,Morning,Routine,Dusty
12334,2024-05-28 21:00:00,Runway,Maintenance,Metal Scrap,Medium,1,Morning,Routine,Clear
12335,2024-05-28 22:00:00,Hangar,Production,Plastic,Medium,5,Morning,Routine,Dusty
12336,2024-05-28 23:00:00,Taxiway,Maintenance,Rubber,High,1,Night,Random,Humid
12337,2024-05-29 00:00:00,Assembly Line,Maintenance,Metal Scrap,Low,1,Night,Random,Humid
12338,2024-05-29 01:00:00,Taxiway,Quality,Tools,Low,1,Night,Routine,Dusty
12339,2024-05-29 02:00:00,Assembly Line,Quality,Rubber,Low,3,Morning,Random,Humid
12340,2024-05-29 03:00:00,Warehouse,Production,Plastic,Low,3,Morning,Random,Dusty
12341,2024-05-29 04:00:00,Taxiway,Quality,Metal Scrap,High,1,Morning,Routine,Clear
12342,2024-05-29 05:00:00,Warehouse,Maintenance,Tools,Low,2,Morning,Random,Clear
12343,2024-05-29 06:00:00,Hangar,Logistics,Plastic,Low,1,Night,Routine,Clear
12344,2024-05-29 07:00:00,Warehouse,Quality,Plastic,High,3,Evening,Audit,Rainy
12345,2024-05-29 08:00:00,Assembly Line,Logistics,Metal Scrap,Low,2,Evening,Routine,Humid
12346,2024-05-29 09:00:00,Hangar,Logistics,Metal Scrap,High,3,Night,Routine,Clear
12347,2024-05-29 10:00:00,Taxiway,Logistics,Plastic,Low,7,Night,Random,Clear
12348,2024-05-29 11:00:00,Taxiway,Quality,Plastic,Medium,7,Evening,Routine,Clear
12349,2024-05-29 12:00:00,Assembly Line,Maintenance,Metal Scrap,Medium,1,Morning,Routine,Rainy
12350,2024-05-29 13:00:00,Runway,Logistics,Glass,Medium,2,Evening,Random,Rainy
12351,2024-05-29 14:00:00,Runway,Production,Metal Scrap,Low,2,Evening,Audit,Clear
12352,2024-05-29 15:00:00,Taxiway,Quality,Tools,High,1,Night,Audit,Dusty
12353,2024-05-29 16:00:00,Assembly Line,Logistics,Metal Scrap,Medium,2,Evening,Routine,Dusty
12354,2024-05-29 17:00:00,Runway,Logistics,Rubber,Low,2,Morning,Routine,Clear
12355,2024-05-29 18:00:00,Warehouse,Quality,Glass,Medium,1,Evening,Routine,Dusty
12356,2024-05-29 19:00:00,Taxiway,Maintenance,Metal Scrap,Medium,2,Night,Audit,Humid
12357,2024-05-29 20:00:00,Warehouse,Production,Metal Scrap,Low,1,Evening,Routine,Clear
12358,2024-05-29 21:00:00,Assembly Line,Logistics,Plastic,Low,3,Evening,Routine,Clear
12359,2024-05-29 22:00:00,Warehouse,Production,Tools,Low,7,Evening,Routine,Clear
12360,2024-05-29 23:00:00,Runway,Quality,Metal Scrap,Low,1,Evening,Audit,Clear
12361,2024-05-30 00:00:00,Runway,Maintenance,Rubber,Medium,2,Night,Routine,Clear
12362,2024-05-30 01:00:00,Hangar,Quality,Plastic,Low,3,Night,Routine,Dusty
12363,2024-05-30 02:00:00,Taxiway,Maintenance,Metal Scrap,Low,1,Evening,Routine,Clear
12364,2024-05-30 03:00:00,Assembly Line,Logistics,Tools,Low,2,Night,Audit,Clear
12365,2024-05-30 04:00:00,Taxiway,Logistics,Tools,Medium,1,Evening,Routine,Humid
12366,2024-05-30 05:00:00,Warehouse,Logistics,Tools,Low,3,Night,Random,Humid
12367,2024-05-30 06:00:00,Assembly Line,Maintenance,Tools,Low,4,Evening,Random,Clear
12368,2024-05-30 07:00:00,Assembly Line,Quality,Tools,Medium,3,Evening,Routine,Humid
12369,2024-05-30 08:00:00,Runway,Logistics,Tools,Medium,3,Evening,Routine,Clear
12370,2024-05-30 09:00:00,Warehouse,Maintenance,Metal Scrap,Low,8,Night,Routine,Clear
12371,2024-05-30 10:00:00,Runway,Logistics,Plastic,High,4,Evening,Random,Clear
12372,2024-05-30 11:00:00,Runway,Quality,Plastic,High,4,Evening,Random,Humid
12373,2024-05-30 12:00:00,Hangar,Production,Rubber,Medium,5,Morning,Routine,Clear
12374,2024-05-30 13:00:00,Runway,Production,Metal Scrap,Low,4,Morning,Random,Clear
12375,2024-05-30 14:00:00,Taxiway,Quality,Tools,Low,3,Morning,Routine,Rainy
12376,2024-05-30 15:00:00,Assembly Line,Logistics,Glass,Low,2,Night,Audit,Clear
12377,2024-05-30 16:00:00,Runway,Logistics,Metal Scrap,Low,2,Morning,Audit,Rainy
12378,2024-05-30 17:00:00,Taxiway,Production,Plastic,Medium,3,Morning,Random,Clear
12379,2024-05-30 18:00:00,Warehouse,Production,Metal Scrap,Low,6,Evening,Audit,Dusty
12380,2024-05-30 19:00:00,Assembly Line,Production,Rubber,Low,3,Evening,Random,Rainy
12381,2024-05-30 20:00:00,Warehouse,Production,Plastic,Low,4,Night,Audit,Clear
12382,2024-05-30 21:00:00,Taxiway,Maintenance,Plastic,Medium,3,Morning,Random,Clear
12383,2024-05-30 22:00:00,Warehouse,Quality,Glass,Low,3,Morning,Routine,Rainy
12384,2024-05-30 23:00:00,Warehouse,Logistics,Rubber,Low,5,Morning,Routine,Clear
12385,2024-05-31 00:00:00,Warehouse,Logistics,Metal Scrap,Low,8,Night,Routine,Dusty
12386,2024-05-31 01:00:00,Runway,Quality,Tools,Low,3,Evening,Routine,Clear
12387,2024-05-31 02:00:00,Runway,Logistics,Tools,Low,4,Night,Routine,Clear
12388,2024-05-31 03:00:00,Runway,Logistics,Metal Scrap,Medium,4,Evening,Routine,Rainy
12389,2024-05-31 04:00:00,Assembly Line,Production,Tools,Medium,4,Night,Routine,Dusty
12390,2024-05-31 05:00:00,Taxiway,Logistics,Glass,High,7,Morning,Routine,Dusty
12391,2024-05-31 06:00:00,Runway,Quality,Tools,Medium,4,Evening,Random,Humid
12392,2024-05-31 07:00:00,Warehouse,Quality,Glass,Medium,1,Night,Routine,Rainy
12393,2024-05-31 08:00:00,Warehouse,Quality,Metal Scrap,Low,1,Night,Random,Clear
12394,2024-05-31 09:00:00,Warehouse,Logistics,Metal Scrap,Low,2,Night,Random,Clear
12395,2024-05-31 10:00:00,Warehouse,Maintenance,Tools,Low,6,Night,Routine,Clear
12396,2024-05-31 11:00:00,Hangar,Production,Plastic,High,1,Morning,Audit,Dusty
12397,2024-05-31 12:00:00,Assembly Line,Quality,Metal Scrap,Low,1,Morning,Routine,Clear
12398,2024-05-31 13:00:00,Taxiway,Maintenance,Tools,Low,7,Morning,Routine,Humid
12399,2024-05-31 14:00:00,Taxiway,Logistics,Rubber,Medium,2,Morning,Routine,Clear
12400,2024-05-31 15:00:00,Runway,Production,Plastic,Low,1,Evening,Random,Clear
12401,2024-05-31 16:00:00,Hangar,Maintenance,Metal Scrap,Low,3,Morning,Routine,Dusty
12402,2024-05-31 17:00:00,Taxiway,Logistics,Metal Scrap,Medium,6,Night,Routine,Clear
12403,2024-05-31 18:00:00,Assembly Line,Logistics,Metal Scrap,Low,3,Morning,Random,Dusty
12404,2024-05-31 19:00:00,Warehouse,Maintenance,Plastic,Medium,5,Night,Random,Rainy
12405,2024-05-31 20:00:00,Runway,Maintenance,Glass,Medium,1,Evening,Random,Clear
12406,2024-05-31 21:00:00,Assembly Line,Quality,Metal Scrap,Low,6,Morning,Random,Humid
12407,2024-05-31 22:00:00,Taxiway,Production,Tools,Medium,2,Evening,Audit,Humid
12408,2024-05-31 23:00:00,Hangar,Production,Glass,Medium,3,Night,Random,Clear
12409,2024-06-01 00:00:00,Runway,Quality,Metal Scrap,Low,2,Night,Routine,Dusty
12410,2024-06-01 01:00:00,Taxiway,Production,Plastic,High,2,Evening,Audit,Clear
12411,2024-06-01 02:00:00,Runway,Production,Metal Scrap,Low,3,Morning,Routine,Dusty
12412,2024-06-01 03:00:00,Taxiway,Logistics,Glass,High,1,Morning,Routine,Humid
12413,2024-06-01 04:00:00,Warehouse,Maintenance,Metal Scrap,Low,2,Night,Audit,Dusty
12414,2024-06-01 05:00:00,Hangar,Quality,Tools,Low,6,Evening,Routine,Humid
12415,2024-06-01 06:00:00,Warehouse,Maintenance,Metal Scrap,Low,6,Evening,Audit,Clear
12416,2024-06-01 07:00:00,Taxiway,Production,Metal Scrap,Low,1,Morning,Random,Dusty
12417,2024-06-01 08:00:00,Assembly Line,Production,Glass,Low,3,Night,Routine,Clear
12418,2024-06-01 09:00:00,Warehouse,Quality,Tools,Medium,2,Morning,Audit,Clear
12419,2024-06-01 10:00:00,Assembly Line,Maintenance,Plastic,Low,2,Morning,Audit,Clear
12420,2024-06-01 11:00:00,Taxiway,Logistics,Plastic,Low,2,Evening,Random,Rainy
12421,2024-06-01 12:00:00,Hangar,Maintenance,Metal Scrap,Medium,5,Morning,Random,Rainy
12422,2024-06-01 13:00:00,Assembly Line,Maintenance,Metal Scrap,High,1,Morning,Random,Humid
12423,2024-06-01 14:00:00,Taxiway,Quality,Plastic,Low,3,Evening,Routine,Clear
12424,2024-06-01 15:00:00,Assembly Line,Logistics,Plastic,Low,2,Morning,Routine,Dusty
12425,2024-06-01 16:00:00,Warehouse,Maintenance,Plastic,Low,4,Night,Audit,Humid
12426,2024-06-01 17:00:00,Taxiway,Maintenance,Tools,High,5,Morning,Random,Humid
12427,2024-06-01 18:00:00,Warehouse,Production,Plastic,Low,2,Night,Random,Humid
12428,2024-06-01 19:00:00,Runway,Production,Metal Scrap,Low,2,Evening,Routine,Clear
12429,2024-06-01 20:00:00,Taxiway,Logistics,Plastic,High,2,Morning,Random,Clear
12430,2024-06-01 21:00:00,Assembly Line,Maintenance,Tools,Low,2,Morning,Audit,Rainy
12431,2024-06-01 22:00:00,Runway,Maintenance,Plastic,Low,5,Evening,Random,Clear
12432,2024-06-01 23:00:00,Warehouse,Production,Metal Scrap,Low,2,Evening,Audit,Humid
12433,2024-06-02 00:00:00,Warehouse,Logistics,Metal Scrap,Low,1,Evening,Routine,Clear
12434,2024-06-02 01:00:00,Assembly Line,Quality,Metal Scrap,Low,5,Night,Routine,Clear
12435,2024-06-02 02:00:00,Runway,Production,Rubber,Low,2,Evening,Audit,Clear
12436,2024-06-02 03:00:00,Hangar,Maintenance,Metal Scrap,Low,1,Evening,Audit,Humid
12437,2024-06-02 04:00:00,Assembly Line,Quality,Tools,Low,1,Night,Routine,Humid
12438,2024-06-02 05:00:00,Warehouse,Maintenance,Plastic,Low,3,Evening,Routine,Humid
12439,2024-06-02 06:00:00,Taxiway,Maintenance,Tools,Medium,3,Morning,Routine,Humid
12440,2024-06-02 07:00:00,Runway,Maintenance,Metal Scrap,High,6,Night,Audit,Clear
12441,2024-06-02 08:00:00,Hangar,Logistics,Metal Scrap,Low,4,Evening,Routine,Dusty
12442,2024-06-02 09:00:00,Taxiway,Quality,Tools,Low,2,Night,Random,Rainy
12443,2024-06-02 10:00:00,Runway,Maintenance,Tools,Low,4,Night,Routine,Clear
12444,2024-06-02 11:00:00,Assembly Line,Logistics,Tools,Low,4,Morning,Random,Clear
12445,2024-06-02 12:00:00,Assembly Line,Quality,Rubber,Low,5,Morning,Routine,Humid
12446,2024-06-02 13:00:00,Runway,Production,Metal Scrap,Low,2,Morning,Routine,Humid
12447,2024-06-02 14:00:00,Hangar,Logistics,Tools,Medium,2,Morning,Routine,Clear
12448,2024-06-02 15:00:00,Runway,Quality,Plastic,Medium,2,Morning,Audit,Clear
12449,2024-06-02 16:00:00,Taxiway,Maintenance,Rubber,High,1,Morning,Random,Humid
12450,2024-06-02 17:00:00,Taxiway,Maintenance,Tools,High,1,Morning,Audit,Clear
12451,2024-06-02 18:00:00,Assembly Line,Logistics,Plastic,Low,4,Morning,Routine,Humid
12452,2024-06-02 19:00:00,Runway,Production,Tools,Low,1,Morning,Routine,Dusty
12453,2024-06-02 20:00:00,Assembly Line,Logistics,Metal Scrap,Low,2,Night,Routine,Dusty
12454,2024-06-02 21:00:00,Hangar,Production,Plastic,Medium,1,Evening,Random,Clear
12455,2024-06-02 22:00:00,Taxiway,Production,Metal Scrap,Medium,2,Evening,Audit,Dusty
12456,2024-06-02 23:00:00,Warehouse,Logistics,Plastic,Medium,3,Morning,Audit,Dusty
12457,2024-06-03 00:00:00,Warehouse,Logistics,Rubber,Medium,1,Morning,Routine,Rainy
12458,2024-06-03 01:00:00,Runway,Logistics,Tools,Low,1,Morning,Routine,Rainy
12459,2024-06-03 02:00:00,Runway,Quality,Metal Scrap,Low,1,Night,Routine,Clear
12460,2024-06-03 03:00:00,Warehouse,Quality,Plastic,Low,1,Night,Routine,Clear
12461,2024-06-03 04:00:00,Runway,Logistics,Tools,High,7,Evening,Routine,Clear
12462,2024-06-03 05:00:00,Taxiway,Quality,Metal Scrap,Low,3,Evening,Routine,Clear
12463,2024-06-03 06:00:00,Hangar,Quality,Metal Scrap,Low,2,Morning,Random,Humid
12464,2024-06-03 07:00:00,Hangar,Production,Metal Scrap,High,3,Morning,Random,Rainy
12465,2024-06-03 08:00:00,Assembly Line,Maintenance,Plastic,High,3,Morning,Random,Rainy
12466,2024-06-03 09:00:00,Taxiway,Maintenance,Tools,Medium,2,Morning,Routine,Dusty
12467,2024-06-03 10:00:00,Runway,Quality,Tools,High,1,Night,Routine,Clear
12468,2024-06-03 11:00:00,Runway,Production,Tools,Low,2,Night,Audit,Dusty
12469,2024-06-03 12:00:00,Assembly Line,Logistics,Plastic,Medium,1,Morning,Random,Clear
12470,2024-06-03 13:00:00,Assembly Line,Production,Plastic,Low,2,Morning,Routine,Clear
12471,2024-06-03 14:00:00,Runway,Production,Tools,Low,2,Morning,Routine,Dusty
12472,2024-06-03 15:00:00,Runway,Maintenance,Metal Scrap,Low,8,Night,Routine,Humid
12473,2024-06-03 16:00:00,Taxiway,Logistics,Tools,Medium,1,Night,Random,Humid
12474,2024-06-03 17:00:00,Assembly Line,Maintenance,Metal Scrap,Low,4,Morning,Random,Clear
12475,2024-06-03 18:00:00,Taxiway,Quality,Glass,Low,4,Evening,Routine,Rainy
12476,2024-06-03 19:00:00,Runway,Maintenance,Glass,Medium,2,Evening,Random,Clear
12477,2024-06-03 20:00:00,Warehouse,Production,Tools,Medium,4,Morning,Routine,Dusty
12478,2024-06-03 21:00:00,Warehouse,Logistics,Metal Scrap,Low,4,Morning,Random,Rainy
12479,2024-06-03 22:00:00,Runway,Logistics,Tools,Medium,4,Morning,Audit,Clear
12480,2024-06-03 23:00:00,Assembly Line,Logistics,Rubber,Low,3,Morning,Random,Clear
12481,2024-06-04 00:00:00,Warehouse,Maintenance,Metal Scrap,Low,1,Night,Audit,Clear
12482,2024-06-04 01:00:00,Assembly Line,Maintenance,Plastic,Low,7,Night,Random,Clear
12483,2024-06-04 02:00:00,Warehouse,Maintenance,Metal Scrap,Medium,3,Evening,Routine,Clear
12484,2024-06-04 03:00:00,Assembly Line,Quality,Rubber,Low,7,Morning,Routine,Humid
12485,2024-06-04 04:00:00,Warehouse,Maintenance,Rubber,Low,1,Evening,Routine,Clear
12486,2024-06-04 05:00:00,Assembly Line,Quality,Plastic,Low,2,Morning,Random,Dusty
12487,2024-06-04 06:00:00,Taxiway,Maintenance,Plastic,Low,5,Evening,Random,Clear
12488,2024-06-04 07:00:00,Assembly Line,Quality,Tools,Low,2,Evening,Random,Clear
12489,2024-06-04 08:00:00,Taxiway,Production,Plastic,Medium,2,Evening,Routine,Clear
12490,2024-06-04 09:00:00,Taxiway,Production,Tools,Low,1,Night,Audit,Rainy
12491,2024-06-04 10:00:00,Runway,Logistics,Plastic,Low,2,Morning,Routine,Clear
12492,2024-06-04 11:00:00,Taxiway,Production,Glass,Medium,6,Night,Routine,Clear
12493,2024-06-04 12:00:00,Hangar,Logistics,Rubber,Low,7,Morning,Audit,Clear
12494,2024-06-04 13:00:00,Taxiway,Quality,Tools,Low,2,Morning,Audit,Clear
12495,2024-06-04 14:00:00,Assembly Line,Logistics,Glass,Low,1,Night,Routine,Clear
12496,2024-06-04 15:00:00,Taxiway,Production,Plastic,Low,3,Morning,Routine,Humid
12497,2024-06-04 16:00:00,Assembly Line,Quality,Metal Scrap,Low,5,Morning,Routine,Clear
12498,2024-06-04 17:00:00,Assembly Line,Logistics,Plastic,Low,8,Morning,Audit,Humid
12499,2024-06-04 18:00:00,Hangar,Quality,Rubber,Low,3,Evening,Routine,Rainy
12500,2024-06-04 19:00:00,Taxiway,Quality,Metal Scrap,Low,6,Evening,Routine,Rainy
12501,2024-06-04 20:00:00,Taxiway,Production,Plastic,Low,3,Night,Routine,Rainy
12502,2024-06-04 21:00:00,Warehouse,Quality,Rubber,Medium,1,Evening,Audit,Clear
12503,2024-06-04 22:00:00,Warehouse,Maintenance,Metal Scrap,High,2,Morning,Routine,Humid
12504,2024-06-04 23:00:00,Runway,Production,Tools,Low,5,Morning,Audit,Dusty
12505,2024-06-05 00:00:00,Assembly Line,Logistics,Metal Scrap,Low,4,Morning,Audit,Dusty
12506,2024-06-05 01:00:00,Hangar,Maintenance,Plastic,Low,5,Evening,Random,Dusty
12507,2024-06-05 02:00:00,Warehouse,Production,Tools,Medium,3,Evening,Audit,Humid
12508,2024-06-05 03:00:00,Taxiway,Quality,Tools,Low,4,Morning,Routine,Clear
12509,2024-06-05 04:00:00,Runway,Logistics,Metal Scrap,Low,1,Evening,Random,Clear
12510,2024-06-05 05:00:00,Hangar,Quality,Rubber,Low,2,Morning,Routine,Dusty
12511,2024-06-05 06:00:00,Taxiway,Quality,Tools,Medium,4,Night,Random,Clear
12512,2024-06-05 07:00:00,Taxiway,Logistics,Rubber,Medium,1,Night,Routine,Rainy
12513,2024-06-05 08:00:00,Assembly Line,Logistics,Tools,Low,6,Night,Audit,Clear
12514,2024-06-05 09:00:00,Assembly Line,Production,Rubber,Low,1,Evening,Audit,Clear
12515,2024-06-05 10:00:00,Warehouse,Production,Metal Scrap,Low,1,Morning,Routine,Dusty
12516,2024-06-05 11:00:00,Warehouse,Quality,Metal Scrap,Low,3,Evening,Routine,Clear
12517,2024-06-05 12:00:00,Taxiway,Production,Metal Scrap,Medium,2,Morning,Random,Clear
12518,2024-06-05 13:00:00,Taxiway,Maintenance,Metal Scrap,Medium,1,Evening,Routine,Humid
